studId,first_name,last_name,birthdate,date_added,gender
894,Knox,Georgeau,4/6/2019,7/25/2021,Female
895,Tiffani,Sedgemond,12/22/2019,7/25/2021,Genderqueer
896,Madison,Juniper,1/7/2021,7/25/2021,Polygender
897,Paxon,Duggon,12/20/2018,7/25/2021,Genderqueer
898,Arthur,Nolte,12/3/2020,7/25/2021,Genderfluid
899,Hernando,Bedenham,3/11/2020,7/25/2021,Polygender
900,Nels,Broomhall,6/28/2021,7/25/2021,Bigender
901,Ambur,Avramchik,4/9/2020,7/25/2021,Agender
902,Minor,Rawll,2/27/2019,7/25/2021,Male
903,Bette-ann,Blackhall,10/11/2020,7/25/2021,Non-binary
904,Berrie,Cudiff,2/10/2020,7/25/2021,Polygender
905,Berkly,Harvison,11/15/2018,7/25/2021,Bigender
906,Esther,Novill,5/10/2019,7/25/2021,Genderfluid
907,Victoria,Dunthorn,9/4/2019,7/25/2021,Bigender
908,Krysta,Trussman,4/10/2019,7/25/2021,Male
909,Taite,O'Dwyer,11/13/2020,7/25/2021,Polygender
910,Antonin,Tolson,5/6/2021,7/25/2021,Polygender
911,Kattie,Pickton,12/6/2020,7/25/2021,Genderfluid
912,Blithe,Thonger,5/14/2020,7/25/2021,Female
913,Jessamine,Lidstone,9/20/2019,7/25/2021,Agender
914,Melisse,Macguire,10/4/2019,7/25/2021,Bigender
915,Adolphus,Rosenzveig,11/19/2019,7/25/2021,Female
916,Franchot,Gubbins,4/4/2020,7/25/2021,Non-binary
917,Mycah,Gergher,2/5/2020,7/25/2021,Genderqueer
918,Jaymie,Simondson,5/27/2021,7/25/2021,Genderqueer
919,Ainsley,Mowett,10/11/2018,7/25/2021,Non-binary
920,Keeley,Betonia,6/14/2019,7/25/2021,Agender
921,Marieann,Riddock,8/21/2019,7/25/2021,Non-binary
922,Vinita,Meriott,4/1/2021,7/25/2021,Genderfluid
923,Michelina,Hurlestone,4/13/2021,7/25/2021,Female
924,Jeanne,Reinhard,2/28/2021,7/25/2021,Agender
925,Sydel,Jiggle,4/8/2020,7/25/2021,Genderfluid
926,Rasla,O'Sherin,9/22/2019,7/25/2021,Agender
927,Reinold,Hearson,3/31/2019,7/25/2021,Bigender
928,Catherin,Otterwell,2/22/2019,7/25/2021,Female
929,Terrell,Coldwell,11/13/2019,7/25/2021,Non-binary
930,Vincents,Nazareth,12/9/2020,7/25/2021,Agender
931,Reggie,Howatt,6/16/2020,7/25/2021,Non-binary
932,Lilith,Ferenczi,11/4/2019,7/25/2021,Female
933,Gusella,Cosbee,3/21/2021,7/25/2021,Agender
934,Maryjo,Fluit,2/17/2021,7/25/2021,Agender
935,Lorry,Kelmere,9/13/2018,7/25/2021,Male
936,Ed,De Ambrosi,3/17/2021,7/25/2021,Agender
937,Arlan,Rostern,10/2/2020,7/25/2021,Male
938,Jessa,Charleston,8/17/2018,7/25/2021,Genderfluid
939,Edlin,Willingham,6/10/2021,7/25/2021,Genderfluid
940,Robinson,Cobbe,8/17/2020,7/25/2021,Female
941,Victoria,Argo,6/13/2019,7/25/2021,Genderfluid
942,Shurwood,Marchington,5/8/2021,7/25/2021,Genderfluid
943,Amity,Drynan,3/7/2020,7/25/2021,Bigender
944,Ailene,Crate,1/8/2020,7/25/2021,Agender
945,Erminie,Dyers,12/2/2018,7/25/2021,Female
946,Tammara,Basilio,3/30/2020,7/25/2021,Genderqueer
947,Genevieve,Cleal,7/25/2020,7/25/2021,Bigender
948,Henrietta,Kach,9/22/2019,7/25/2021,Non-binary
949,Fawn,Corkan,6/27/2019,7/25/2021,Polygender
950,Kassi,Search,10/30/2019,7/25/2021,Genderqueer
951,Elsie,Praten,3/5/2020,7/25/2021,Genderqueer
952,Celestia,Kigelman,11/26/2018,7/25/2021,Genderqueer
953,Nissa,Crossgrove,6/22/2020,7/25/2021,Bigender
954,Ferdinande,Barkworth,12/18/2019,7/25/2021,Male
955,Serge,Blackmoor,11/3/2020,7/25/2021,Non-binary
956,Lina,Mustard,12/25/2018,7/25/2021,Bigender
957,Grace,Fesby,4/27/2021,7/25/2021,Non-binary
958,Ailey,Henrion,11/11/2020,7/25/2021,Non-binary
959,Prentice,Mew,12/10/2020,7/25/2021,Male
960,Birch,LeEstut,2/7/2019,7/25/2021,Non-binary
961,Alejandrina,Grayer,8/1/2020,7/25/2021,Genderqueer
962,Hilde,Wimmers,5/30/2021,7/25/2021,Male
963,Frederique,Lipgens,9/1/2018,7/25/2021,Genderfluid
964,Cariotta,Chantree,8/8/2020,7/25/2021,Male
965,Graehme,Benzi,1/22/2021,7/25/2021,Non-binary
966,Beulah,Annell,4/10/2020,7/25/2021,Polygender
967,Mikel,Sleeman,10/18/2018,7/25/2021,Bigender
968,Tudor,Mapp,9/7/2019,7/25/2021,Bigender
969,Yevette,Rump,5/13/2019,7/25/2021,Genderfluid
970,Angela,Whitemarsh,8/4/2020,7/25/2021,Non-binary
971,Haleigh,Musk,4/17/2020,7/25/2021,Agender
972,Dorette,Cluney,7/24/2021,7/25/2021,Female
973,Amery,Holborn,2/11/2020,7/25/2021,Female
974,Erminia,Stooders,6/13/2020,7/25/2021,Male
975,Denise,Zanetti,6/13/2020,7/25/2021,Genderfluid
976,Talyah,McGaughie,5/30/2021,7/25/2021,Male
977,Vernor,McVicar,6/8/2019,7/25/2021,Non-binary
978,Emlyn,Tomaszczyk,7/18/2020,7/25/2021,Male
979,Odell,Sacchetti,11/30/2019,7/25/2021,Genderqueer
980,Darell,McNeish,4/4/2019,7/25/2021,Female
981,Jemimah,Houlson,11/6/2020,7/25/2021,Non-binary
982,Marna,Glyssanne,11/9/2020,7/25/2021,Female
983,Patrizius,Lawlan,12/8/2020,7/25/2021,Bigender
984,Ferdie,Syratt,5/1/2019,7/25/2021,Genderqueer
985,Dolf,Michin,10/10/2018,7/25/2021,Male
986,Rosco,McPhelimy,6/23/2019,7/25/2021,Genderfluid
987,Lina,Ainscough,9/20/2019,7/25/2021,Genderfluid
988,Ammamaria,Dahlgren,6/17/2019,7/25/2021,Non-binary
989,Rollin,Reynault,7/12/2020,7/25/2021,Polygender
990,Daisey,Ecclestone,9/19/2019,7/25/2021,Polygender
991,Tiffie,Adams,11/15/2020,7/25/2021,Bigender
992,Alleen,Penddreth,3/5/2020,7/25/2021,Genderfluid
993,Brew,Ewols,7/10/2021,7/25/2021,Non-binary
994,Shaina,Macro,11/8/2019,7/25/2021,Genderqueer
995,Federica,Ching,3/10/2019,7/25/2021,Male
996,Candi,Beuscher,5/9/2019,7/25/2021,Genderfluid
997,Loutitia,Medlen,4/25/2020,7/25/2021,Non-binary
998,Regan,Robertazzi,6/11/2020,7/25/2021,Agender
999,Shawn,Barrett,5/28/2019,7/25/2021,Agender
1000,Goldy,Paterson,8/22/2018,7/25/2021,Genderqueer
